date, temperature
22/12/2022 17:25:19,18
22/12/2022 17:26:19,18
22/12/2022 17:27:19,18
22/12/2022 17:28:19,18
22/12/2022 17:29:19,18
22/12/2022 17:30:19,18
22/12/2022 17:31:19,18
22/12/2022 17:32:19,18
22/12/2022 17:33:19,18
22/12/2022 17:34:19,18
23/12/2022 09:29:16,20
23/12/2022 09:30:27,None
23/12/2022 09:31:28,None
23/12/2022 09:42:31,None
